x1,x2,y
-1.492607493504566563e+00,-4.797726659047857889e-01,1.000000000000000000e+00
3.212265722574620952e-01,2.057072324748785874e+00,0.000000000000000000e+00
-1.378621316275049580e+00,-1.548904468856800998e-01,1.000000000000000000e+00
-1.579172076960051241e+00,-1.987526906673884319e+00,1.000000000000000000e+00
9.145023601167973082e-01,5.260783474781473013e-01,0.000000000000000000e+00
1.558012978148961114e+00,2.437510584079358722e+00,0.000000000000000000e+00
1.042338415729483714e+00,9.030114697826839842e-01,0.000000000000000000e+00
2.183477569269361762e+00,1.126747112346863533e+00,0.000000000000000000e+00
1.982202965638067749e+00,-4.817020914667420883e-01,0.000000000000000000e+00
4.949766879108845608e-01,4.874098609661642323e-01,0.000000000000000000e+00
-1.172560289823824542e+00,3.744146470733020315e+00,0.000000000000000000e+00
-3.691275813476878609e-01,-3.948503238529436077e-01,1.000000000000000000e+00
-1.206850703924285062e+00,1.813130999514677821e+00,1.000000000000000000e+00
1.468373353752287391e+00,7.519892718392049424e-01,0.000000000000000000e+00
2.434762252055659992e-01,3.409325219052880218e+00,0.000000000000000000e+00
6.094035020951200643e-01,1.386231104606010289e+00,0.000000000000000000e+00
4.645270011206931726e-01,1.640731503714136119e+00,0.000000000000000000e+00
-1.549015603037869448e+00,-2.384918126790203541e+00,1.000000000000000000e+00
-1.073869860448952718e+00,-4.352422940593854150e-01,1.000000000000000000e+00
1.948910755312872611e+00,-3.507710524024607590e-01,0.000000000000000000e+00
2.729552625915701469e+00,5.204764123138797549e-01,0.000000000000000000e+00
-5.417896350907418501e-01,-1.549159305878126336e+00,1.000000000000000000e+00
-9.881100669068327846e-01,-1.251898624893905909e+00,1.000000000000000000e+00
-2.157044419840562499e-01,-1.829081160727888289e+00,1.000000000000000000e+00
-3.047763043155538032e-01,-3.297712745357438191e+00,1.000000000000000000e+00
-8.573392525759619964e-01,-4.847693373983877896e-01,1.000000000000000000e+00
1.042286357206019476e+00,1.549720697972241934e-01,0.000000000000000000e+00
-8.951876759272850981e-01,-1.033617075904655236e+00,1.000000000000000000e+00
-2.330971585696935411e-01,1.760996481419966120e+00,0.000000000000000000e+00
6.222102588709260695e-01,2.818378591914306508e+00,0.000000000000000000e+00
-1.502162168144360432e+00,3.249046996467706450e+00,0.000000000000000000e+00
4.954978481118131883e-01,1.182264349814446724e+00,0.000000000000000000e+00
-1.769688620681516555e+00,1.206531491300840475e+00,1.000000000000000000e+00
-2.089860648555659228e+00,9.104334664074098526e-01,1.000000000000000000e+00
-1.726441535684914097e+00,-1.313616136820121794e+00,1.000000000000000000e+00
1.582442479813753300e+00,1.452761380491336629e+00,0.000000000000000000e+00
-2.102330312353972719e+00,-4.173512084682411971e-01,1.000000000000000000e+00
6.503871512532848342e-01,1.652328278289776797e+00,0.000000000000000000e+00
-7.862226621850978425e-01,-1.337558231090293814e+00,1.000000000000000000e+00
1.209756728342943621e-01,2.450474072835212347e+00,0.000000000000000000e+00
1.528416500776103026e+00,6.357688196514078571e-01,0.000000000000000000e+00
-1.314021539588218213e+00,1.759310161016728991e+00,1.000000000000000000e+00
2.216284730262620961e-01,-7.066731119221372204e-01,1.000000000000000000e+00
2.364904366937999658e+00,1.441409261135625286e+00,0.000000000000000000e+00
-2.300537767955330160e-01,-1.486638481852306848e+00,1.000000000000000000e+00
-1.178087179183002986e+00,-1.927956034648249384e+00,1.000000000000000000e+00
-1.707783990257044193e+00,1.597363274704314828e-01,1.000000000000000000e+00
1.634096392182944613e-01,-2.823219301026562711e+00,1.000000000000000000e+00
-4.900233745334282576e-01,2.469240462022136651e+00,0.000000000000000000e+00
1.620947713987342942e+00,7.530162525755067504e-01,0.000000000000000000e+00
-3.547950738465794340e-01,-1.143299049096635045e+00,1.000000000000000000e+00
-1.154366292033272429e-01,-3.304767630009933121e+00,1.000000000000000000e+00
1.812579001776216225e+00,3.439626457121630065e-01,0.000000000000000000e+00
-1.174852463505170697e+00,2.505716143787145356e+00,0.000000000000000000e+00
1.627124543344377727e+00,-6.908007752262144974e-02,0.000000000000000000e+00
-1.667117316226755852e+00,2.839887587424374971e+00,1.000000000000000000e+00
-2.801243837141442206e-01,7.930017578701717973e-01,0.000000000000000000e+00
3.400589970765414360e+00,-1.683555092192620561e+00,0.000000000000000000e+00
1.648798739634128818e+00,1.004169188842367388e+00,0.000000000000000000e+00
-4.693508274188407658e-01,-2.175398777088945579e+00,1.000000000000000000e+00
1.080037632163189487e+00,1.541001248419732184e+00,0.000000000000000000e+00
-1.863897530086936927e+00,-1.199750412102747577e+00,1.000000000000000000e+00
-1.692348027348546058e+00,-1.718473869278362542e+00,1.000000000000000000e+00
1.633154699618297734e+00,-1.906446236805884320e-01,0.000000000000000000e+00
1.231807952336464229e+00,3.990317855746443598e-01,0.000000000000000000e+00
2.727621529711435344e-01,1.599714263996330210e+00,0.000000000000000000e+00
2.010966962964607418e+00,1.301313737936650172e+00,0.000000000000000000e+00
-2.282753824223090255e+00,-1.425486987506371928e-01,1.000000000000000000e+00
-1.378287910427461016e+00,-1.955315066911263777e+00,1.000000000000000000e+00
4.632876551894050676e-01,-1.787011827765322414e+00,1.000000000000000000e+00
-1.072850750192247737e+00,2.631710353272098679e+00,0.000000000000000000e+00
1.252078043881125202e+00,8.589594934485789146e-01,0.000000000000000000e+00
-2.784345895815706906e-01,2.968834155588567114e+00,0.000000000000000000e+00
-1.574324441334489677e+00,5.647590831995551452e-01,1.000000000000000000e+00
-6.794181266115726370e-01,3.260769832833259496e+00,0.000000000000000000e+00
-1.497067147257909459e-01,3.077468599082731959e+00,0.000000000000000000e+00
1.012808104932476860e+00,3.453361927690430377e-01,0.000000000000000000e+00
-1.725867567343208231e+00,3.367217958089754326e-01,1.000000000000000000e+00
-2.056551240261791147e+00,1.033056571519926248e+00,1.000000000000000000e+00
1.304415057182785276e+00,4.674336519282488167e-01,0.000000000000000000e+00
-2.927592028375285427e+00,-1.372404774342673495e+00,1.000000000000000000e+00
-6.000841077325240747e-01,4.040828853278367050e-01,1.000000000000000000e+00
-8.712326876426906841e-02,-3.112943646404573439e+00,1.000000000000000000e+00
1.263268786171564573e+00,1.389195671999829740e+00,0.000000000000000000e+00
-5.068805034313484947e-01,3.295809064657546639e+00,0.000000000000000000e+00
-9.421136197182568006e-01,-1.963661286346325696e-02,1.000000000000000000e+00
-5.084475115385374000e-01,-1.169910234048809672e+00,1.000000000000000000e+00
-1.664446658403436197e-01,2.145453617741440944e+00,0.000000000000000000e+00
1.694710197894885084e+00,6.746486944006759856e-01,0.000000000000000000e+00
